tweet_ID	sentiment
884868906288132104	0
884868876386930688	2
	0
	0
	0
	0
	0
	0
884868966384111618	1
884868952043778048	0
884868990639759360	0
	0
	0
884868923862155272	0
884869025918070785	0
884869208571604992	0
884869038853111808	1
884869138736447490	0
884869219971682304	0
884869214074527744	1
884869112333316096	0
884869212665249792	2
884869126119927811	0
884869143333351427	1
884869227651489792	2
884869257267478528	1
884869411634634753	1
884869432442368000	0
884869355003105280	1
884869417418579968	0
	0
	0
884869400385511425	-1
884869428567003137	0
884869402692210688	1
884869283272159235	0
884869436557201408	1
884869518459379714	0
884869444467658752	1
884869451094642688	1
884869442613784578	0
884869645999775745	2
884869523211304962	1
884869578756694016	0
884869645160910848	0
884869659807318016	0
884869629428084740	1
884869545403572224	0
	0
	0
884869616161443844	0
884869759959015425	0
884869680929931264	-1
884869706699681792	0
884869757966667778	0
884869681324195840	-2
884869768368586752	0
884869707093823488	0
884869691805757444	-3
	0
884869773179465728	1
884869758331564033	0
884869789335867393	2
884869788736131072	0
884869805140041728	-2
884869822022078464	0
884869822663852032	-1
884869821338439681	0
884869825608249344	-1
884869845233348613	-1
884869870101385216	0
884869920705716226	-1
884869914334515200	0
884869894038331393	0
884869902502428677	-2
884869933393485824	2
884869926862946304	0
884869906935631872	0
	0
	0
884869828246474752	0
884869933674500097	0
	0
884869871410065410	0
884869999684399105	0
	0
	0
	0
	0
884869941702406145	0
884870010618949632	0
884870008148377600	1
884869965064679424	0
884869953207377922	0
884869961226833921	0
884870083490840576	0
	0
884870035923230720	0
884870059579105281	-1
884870074385010688	-1
884870053879058432	1
884870165351067648	0
884870032320208896	1
884870044718694405	-2
884870071063019520	0
884870160435351553	2
884870191070326784	0
884870256111628288	2
884870171495723011	2
884870221533675521	1
	0
884870171445387265	0
884870214592102407	0
884870269843755008	0
884870277980725248	0
884870180911759361	4
884870448001019904	-2
884870405558865921	0
	0
	0
	0
	0
884870283181645825	0
884870490388647937	1
884870286419656705	1
884870495220490241	0
884870406578077697	0
884870327670497281	0
884870344485588992	0
	0
	0
884870500446593024	-1
884870506352128004	0
884870599604097024	1
884870578531962881	0
884870580901687297	0
884870620563083266	0
884870567983239168	1
884870562337742848	1
884870579337220100	-2
884870581077848065	1
	0
	0
884870642612355072	1
884870650925649920	0
884870581992259585	0
884870653932916738	0
884870660216033280	0
	0
	0
884870724535676928	0
884870691379662848	0
